id_dfdr,id_dataframe,desc,d_type,flap_monitoring,stab_trim_problem
FSEU-Fault,FSEU_FAULT,FSEU Fault,object,,
FuelAirRat-1,FUELAIRRAT_1,Fuel Air Ratio-1,numeric,,
FuelAirRat-2,FUELAIRRAT_2,Fuel Air Ratio-2,numeric,,
FuelCnfgAlrt,FUELCNFGALRT,Fuel Config Alert,object,,
FuelFiltBP-1,FUELFILTBP_1,Fuel Filter Bypass,object,,
FuelFiltBP-2,FUELFILTBP_2,Fuel Filter Bypass,object,,
FuelFiltrB-L,FUELFILTRB_L,Fuel Filter Imp By,object,,
FuelFiltrB-R,FUELFILTRB_R,Fuel Filter Imp By,object,,
FuelFlowS-1,FUELFLOWS_1,Fuel Flow Select-1,numeric,,
FuelFlowS-2,FUELFLOWS_2,Fuel Flow Select-2,numeric,,
FuelQtyImb-1,FUELQTYIMB_1,Fuel Qty Imbalance,object,,
FuelQtyImb-2,FUELQTYIMB_2,Fuel Qty Imbalance,object,,
FwdThrLimt-1,FWDTHRLIMT_1,Fwd Thr Lmy by T/R,object,,
FwdThrLimt-2,FWDTHRLIMT_2,Fwd Thr Lmy by T/R,object,,
G/S-AntFai-L,G_S_ANTFAI_L,G/S Antenna Fail-L,object,,
G/S-AntFai-R,G_S_ANTFAI_R,G/S Antenna Fail-R,object,,
G/S-Arm,G_S_ARM,G/S Arm,object,,
G/S-Cancel,G_S_CANCEL,G/S Cancel,object,,
G/S-Dev,G_S_DEV,G/S Dev,object,,
G/S-Dev-Disp,G_S_DEV_DISP,G/S Display Dev-CP,numeric,,
G/S-Dev-Elev,G_S_DEV_ELEV,G/S Dev Elevation,numeric,,
G/S-DevWarn,G_S_DEVWARN,G/S Dev Warn,object,,
G/S-Discrete,G_S_DISCRETE,G/S Discrete,object,,
G/S-Engage,G_S_ENGAGE,G/S Engage,object,,
G/S-RecFai-L,G_S_RECFAI_L,G/S Receivr Fail-L,object,,
G/S-RecFai-R,G_S_RECFAI_R,G/S Receivr Fail-R,object,,
G/S-TestTune,G_S_TESTTUNE,TestTuneInhibt-G/S,object,,
GA,GA,GA,object,,
GearDown-L,GEARDOWN_L,Gear Down-L,object,,
GearDown-N,GEARDOWN_N,Gear Down-Nose,object,,
GearDown-R,GEARDOWN_R,Gear Down-R,object,,
GearRedWrn-L,GEARREDWRN_L,Gear Red Warn-L,object,,
GearRedWrn-N,GEARREDWRN_N,Gear Red Warn-Nose,object,,
GearRedWrn-R,GEARREDWRN_R,Gear Red Warn-R,object,,
GLS-Mode-L,GLS_MODE_L,GLS Mode-L,object,,
GLS-Mode-R,GLS_MODE_R,GLS Mode-R,object,,
GMT,GMT,GMT (Combined),object,,
GMT_Hours,GMT_HOURS,GMT Hours (binary),object,,
GMT_Minutes,GMT_MINUTES,GMT Minute(binary),object,,
GMT_Seconds,GMT_SECONDS,GMT Second(binary),object,,
GndEffctInop,GNDEFFCTINOP,Ground Effect INOP,object,,
GndSp/SpdBrk,GNDSP_SPDBRK,Ground Spoiler/Spd,object,,
GndStaDat-CP,GNDSTADAT_CP,Gnd Sta DataSel-CP,object,,
GndStaDat-FO,GNDSTADAT_FO,Gnd Sta DataSel-FO,object,,
GNSS-Mode-L,GNSS_MODE_L,GNSS Mode-L,object,,
GNSS-Mode-R,GNSS_MODE_R,GNSS Mode-R,numeric,,
GNSS-OutputC,GNSS_OUTPUTC,GNSS OutputCorrect,object,,
GP/IRU-Selct,GP_IRU_SELCT,GPIRU/IRU Select,object,,
GPWC-Alert,GPWC_ALERT,GPWC Alert,object,,
GPWC-Failure,GPWC_FAILURE,GPWC Failure,object,,
GPWC-INOP,GPWC_INOP,GPWC INOP,object,,
GPWC-V1Ca-CP,GPWC_V1CA_CP,GPWC V1 Callout,object,,
GPWC-V1Ca-FO,GPWC_V1CA_FO,GPWC V1 Callout,object,,
GPWC-Warning,GPWC_WARNING,GPWC Warning,object,,
GrndSpd-Disp,GRNDSPD_DISP,GrndSpd Display-CP,numeric,,
GrndSpd-FMC,GRNDSPD_FMC,FMC GroundSpeed,numeric,,
GrossWeight,GROSSWEIGHT,Gross Weight,numeric,,
GuiCue/FltPD,GUICUE_FLTPD,GuidCue/FltPathDev,object,,
GuidCuePos-X,GUIDCUEPOS_X,Guidance Cue Pos-X,numeric,,
GuidCuePos-Y,GUIDCUEPOS_Y,Guidance Cue Pos-Y,numeric,,
HardAltnMd-1,HARDALTNMD_1,Hard Altn Md Sel-1,object,,
HardAltnMd-2,HARDALTNMD_2,Hard Altn Md Sel-2,object,,
Hdg-Select,HDG_SELECT,Heading Select,object,,
HdgSelPBLite,HDGSELPBLITE,Hdg Sel PB Lite,object,,
HdgUpMap-CP,HDGUPMAP_CP,Hdg Up Map Frmt-CP,object,,
HdgUpMap-FO,HDGUPMAP_FO,Hdg Up Map Frmt-FO,object,,
Heading-Disp,HEADING_DISP,Heading Display-CP,numeric,,
Heading-Sel,HEADING_SEL,Selected Heading,numeric,,
HeadingSet,HEADINGSET,Set Heading,object,,
HF-Keying-L,HF_KEYING_L,HF Keying-L,object,,
HF-Keying-R,HF_KEYING_R,HF Keying-R,object,,
HG-Select-CP,HG_SELECT_CP,HG Selected-CP,object,,
HG-Select-FO,HG_SELECT_FO,HG Selected-FO,object,,
HiSpdBuffet,HISPDBUFFET,Hi Spd Buffet Spd,numeric,,
HotStrtDet-1,HOTSTRTDET_1,EngHotStartDtect-1,object,,
HotStrtDet-2,HOTSTRTDET_2,EngHotStartDtect-2,object,,
Hours-BCD,HOURS_BCD,Hours-BCD,object,,
HPA-Sel-CP,HPA_SEL_CP,HPA Selected-CP,object,,
HPA-Sel-FO,HPA_SEL_FO,HPA Selected-FO,object,,
HPTCDrivRlyCnctdTBC_,HPTCDRIVRLYCNCTDTBC_,HPTC&[TBC(SAC)IDMV(DAC)] DRIVER,object,,
HPTCDrivRlyCnctdTBV_,HPTCDRIVRLYCNCTDTBV_,HPTC&[TBC(SAC)IDMV(DAC)] DRIVER,object,,
HUD-AIII-Cap,HUD_AIII_CAP,HUD AIII Capabilit,object,,
HUD-AIII-Md,HUD_AIII_MD,HUD AIII Mode,object,,
HUD-ApprWarn,HUD_APPRWARN,HUD Approach Warn,object,,
HUD-HgsBitFa,HUD_HGSBITFA,HUD HGS Bit Fault,object,,
HUD-InstMetC,HUD_INSTMETC,HUD Inst Meteoro,object,,
HUD-InUseCom,HUD_INUSECOM,HUD In Use Combinr,object,,
HUD-VisMetC,HUD_VISMETC,HUD Visual Meteoro,object,,
HydLoPrs-A,HYDLOPRS_A,Hyd Low Press-A,object,,
HydLoPrs-B,HYDLOPRS_B,Hyd Low Press-B,object,,
HydOilPrs-A,HYDOILPRS_A,Hyd Oil Prs Sys-A,numeric,,
HydOilPrs-B,HYDOILPRS_B,Hyd Oil Prs Sys-B,numeric,,
HydOilQtyS-A,HYDOILQTYS_A,Hyd Oil Qty Sys-A,numeric,,
HydOilQtyS-B,HYDOILQTYS_B,Hyd Oil Qty Sys-B,numeric,,
HydSysElec-A,HYDSYSELEC_A,Hyd Sys Elec-A,object,,
HydSysElec-B,HYDSYSELEC_B,Hyd Sys Elec-B,object,,
HydSysEng1-A,HYDSYSENG1_A,Hyd Sys Eng 1-A,object,,
HydSysEng2-B,HYDSYSENG2_B,Hyd Sys Eng 2-B,object,,
HydSysSTBY,HYDSYSSTBY,Hyd Sys STBY,object,,
IAS-Display,IAS_DISPLAY,IAS Display,object,,
IgnCmdOn1-L,IGNCMDON1_L,IGN #2 Cmd On #1-L,object,,
IgnCmdOn1-R,IGNCMDON1_R,IGN #2 Cmd On #1-R,object,,
IgnCmdOn2-L,IGNCMDON2_L,IGN #2 Cmd On #2-L,object,,
IgnCmdOn2-R,IGNCMDON2_R,IGN #2 Cmd On #2-R,object,,
ILS/GLS-Chnl,ILS_GLS_CHNL,ILS Freq/GLS Chanl,numeric,,
ILS-DevWarn,ILS_DEVWARN,ILS Dev Warning,object,,
ILS-Fail-L,ILS_FAIL_L,ILS Failure-L,object,,
ILS-Fail-R,ILS_FAIL_R,ILS Failure-R,object,,
IlsMlsGls-L,ILSMLSGLS_L,ILS/MLS/GLS Mode-L,object,,
IlsMlsGls-R,ILSMLSGLS_R,ILS/MLS/GLS Mode-R,object,,
ILS-ModeDisc,ILS_MODEDISC,ILS Mode Discrete,object,,
ILS-Mode-L,ILS_MODE_L,ILS Mode-L,object,,
ILS-Mode-R,ILS_MODE_R,ILS Mode-R,object,,
InbdBrkTemp-L_,INBDBRKTEMP_L_,Lt Inboard Brake Temp,numeric,,
InbdBrkTemp-R_,INBDBRKTEMP_R_,Rt Inboard Brake Temp,numeric,,
InputData-L,INPUTDATA_L,Input Data-L,object,,
InputData-R,INPUTDATA_R,Input Data-R,object,,
IR2AdrDataIn,IR2ADRDATAIN,IR to ADR Data,object,,
IR-Fault,IR_FAULT,IR Fault,object,,
IRS-Selct-CP,IRS_SELCT_CP,IRS Select Swch-CP,object,,
LateralAccel,LATERALACCEL,Lateral Accelerate,numeric,,
LatPos<35ft,LATPOS<35FT,Lat Pos < 35ft,object,,
LatPos<45/40,LATPOS<45_40,Lat Pos < 45/40 ft,object,,
LatPos>35ft,LATPOS>35FT,Lat Pos > 35ft,object,,
LavatrySmoke,LAVATRYSMOKE,Lavatory Smoke,object,,
LE-CruiseDep,LE_CRUISEDEP,LE Cruise Dep,object,,
LE-Master,LE_MASTER,LE Master,object,,
LE-Slat-1,LE_SLAT_1,LE Slat-1,object,,
LE-Slat-2,LE_SLAT_2,LE Slat-2,object,,
LE-Slat-3,LE_SLAT_3,LE Slat-3,object,,
LE-Slat-4,LE_SLAT_4,LE Slat-4,object,,
LE-Slat-5,LE_SLAT_5,LE Slat-5,object,,
LE-Slat-6,LE_SLAT_6,LE Slat-6,object,,
LE-Slat-7,LE_SLAT_7,LE Slat-7,object,,
LE-Slat-8,LE_SLAT_8,LE Slat-8,object,,
LE-UCM-ShtOf,LE_UCM_SHTOF,LE UCM Shutoff,object,,
LE-UncomMot,LE_UNCOMMOT,LE UnCommon Motion,object,,
LiteOffRef-1,LITEOFFREF_1,LiteOff Ref/Stat-1,object,,
LiteOffRef-2,LITEOFFREF_2,LiteOff Ref/Stat-2,object,,
LNavPBLite,LNAVPBLITE,LNAV PB Lite,object,,
LndMdStatS-L,LNDMDSTATS_L,Selctd Landing Md,object,,
LndMdStatS-R,LNDMDSTATS_R,Selctd Landing Md,object,,
LocAntFail-L,LOCANTFAIL_L,Loc Antenna Fail-L,object,,
LocAntFail-R,LOCANTFAIL_R,Loc Antenna Fail-R,object,,
Loc-Dev-Azim,LOC_DEV_AZIM,Loc Dev Azimuth,numeric,,
LocDevDisc,LOCDEVDISC,Loc Dev Discrete,object,,
Loc-Dev-Disp,LOC_DEV_DISP,Loc Display Dev-CP,numeric,,
LocDevWarn,LOCDEVWARN,Loc Dev Warn,object,,
LocEngaged,LOCENGAGED,Loc Engaged,object,,
LocLimMstr-L,LOCLIMMSTR_L,Local LimitMastr-L,object,,
LocLimMstr-R,LOCLIMMSTR_R,Local LimitMastr-R,object,,
LocRecFail-L,LOCRECFAIL_L,Localizr Receiver,object,,
LocRecFail-R,LOCRECFAIL_R,Localizr Receiver,object,,
LocRudEnga-L,LOCRUDENGA_L,Local Rud Engage-L,object,,
LocRudEnga-R,LOCRUDENGA_R,Local Rud Engage-R,object,,
LOC-TestTune,LOC_TESTTUNE,TestTuneInhibt-LOC,object,,
LoFuelQty-1,LOFUELQTY_1,Low Fuel Qty Tnk-1,object,,
LoFuelQty-2,LOFUELQTY_2,Low Fuel Qty Tnk-2,object,,
LongAccel,LONGACCEL,Long Accelerate,numeric,,
LongPos<2250,LONGPOS<2250,Long Pos<2250 ft,object,,
LoOilPrsAm-L,LOOILPRSAM_L,Lo Oil Prs Amb-L,object,,
LoOilPrsAm-R,LOOILPRSAM_R,Lo Oil Prs Amb-R,object,,
LoOilPrsCa-1,LOOILPRSCA_1,Lo Oil Prs Caut-1,object,,
LoOilPrsCa-2,LOOILPRSCA_2,Lo Oil Prs Caut-2,object,,
LoOilPrsCa-L,LOOILPRSCA_L,Lo Oil Prs Cautn-L,object,,
LoOilPrsCa-R,LOOILPRSCA_R,Lo Oil Prs Cautn-R,object,,
LoOilPrsRe-L,LOOILPRSRE_L,Lo Oil Prs Red-L,object,,
LoOilPrsRe-R,LOOILPRSRE_R,Lo Oil Prs Red-R,object,,
LoVisTakeOff,LOVISTAKEOFF,Lo Visability T/O,object,,
LptAccelSrce,LPTACCELSRCE,LPT IMB AccelSourc,object,,
LPTCDrivRlyConct-1_,LPTCDRIVRLYCONCT_1_,LPTC Driver Rl Y Conct #1,object,,
LPTCDrivRlyConct-2_,LPTCDRIVRLYCONCT_2_,LPTC Driver Rl Y Conct #2,object,,
LptImbAng-L,LPTIMBANG_L,LPT Imbalanc Ang-L,numeric,,
LptImbAng-R,LPTIMBANG_R,LPT Imbalanc Ang-R,numeric,,
LRRA-Fail-L,LRRA_FAIL_L,LRRA Fail-L,object,,
LRRA-Fail-R,LRRA_FAIL_R,LRRA Fail-R,object,,
LRRA-RecAn-L,LRRA_RECAN_L,LRRA Receive Ant-L,object,,
LRRA-RecAn-R,LRRA_RECAN_R,LRRA Receive Ant-R,object,,
LRRA-TraAn-L,LRRA_TRAAN_L,LRRA Trnsmit Ant-L,object,,
LRRA-TraAn-R,LRRA_TRAAN_R,LRRA Trnsmit Ant-R,object,,
LvlChangePB,LVLCHANGEPB,Lvl Change PB Lite,object,,
Mach,MACH,Mach,numeric,,
Mach-FMC,MACH_FMC,FMC Mach Selected,numeric,,
Mach-Select,MACH_SELECT,Selected Mach,numeric,,
MachTrimCmd,MACHTRIMCMD,Mach Trim Command,numeric,,
MachTrimFdBc,MACHTRIMFDBC,Mach Trim Feedback,numeric,,
MachTrmSrv-L,MACHTRMSRV_L,MachTrim Servo Brk,object,,
MachTrmSrv-R,MACHTRMSRV_R,MachTrim Servo Brk,object,,
Mag/Tru-Disp,MAG_TRU_DISP,Mag/True Disply-CP,object,,
Main/AltBrkS,MAIN_ALTBRKS,Main/Alt Brake Sel,object,,
MainCargoSmk,MAINCARGOSMK,Main Cargo Smoke,object,,
MainFuelQt-C,MAINFUELQT_C,MainFuel Qty-Centr,numeric,,
MainFuelQt-L,MAINFUELQT_L,Main Fuel Qty-L,numeric,,
MainFuelQt-R,MAINFUELQT_R,Main Fuel Qty-R,numeric,,
MainGear-L,MAINGEAR_L,Main Gear-L,object,,
MainGear-R,MAINGEAR_R,Main Gear-R,object,,
MandSW/PN-Cd,MANDSW_PN_CD,MandatryS/W P/N Cd,object,,
ManualStartMode-1_,MANUALSTARTMODE_1_,Manual Start Mode #1,object,,
ManualStartMode-2_,MANUALSTARTMODE_2_,Manual Start Mode #2,object,,
ManufctrCode,MANUFCTRCODE,Manufacturer Code,object,,
MapChar,MAPCHAR,FMC Map Char,object,,
MapMdSel-CP,MAPMDSEL_CP,Map Mode Selctd-CP,object,,
MapMdSel-FO,MAPMDSEL_FO,Map Mode Selctd-FO,object,,
MasterCaut'n,MASTERCAUT'N,Master Caution,object,,
MastrLight-A,MASTRLIGHT_A,A Master Light,object,,
MastrLight-B,MASTRLIGHT_B,B Master Light,object,,
MaxAllowASpd,MAXALLOWASPD,Max Allow Airspeed,numeric,,
MaxClmbN1R-1,MAXCLMBN1R_1,EEC Max Climb N1-1,numeric,,
MaxClmbN1R-2,MAXCLMBN1R_2,EEC Max Climb N1-2,numeric,,
MaxT/ON1R-1,MAXT_ON1R_1,EEC Max T/O N1-1,numeric,,
MaxT/ON1R-2,MAXT_ON1R_2,EEC Max T/O N1-2,numeric,,
MB-Fail-L,MB_FAIL_L,MB Failure-L,object,,
MB-Fail-R,MB_FAIL_R,MB Failure-R,object,,
MCP-Spd-A/T,MCP_SPD_A_T,MCP Speed-A/T,object,,
MCP-Spd-FCC,MCP_SPD_FCC,MCP Speed-FCC,object,,
MDA-HiAlt-CP,MDA_HIALT_CP,MDA Hi Alt Option,object,,
MDA-HiAlt-FO,MDA_HIALT_FO,MDA Hi Alt Option,object,,
MDA-Selct-CP,MDA_SELCT_CP,MDA Selected-CP,object,,
MDA-Selct-CPCopy,MDA_SELCT_CPCOPY,MDA Selected-CP (Copy),object,,
MDA-Selct-FO,MDA_SELCT_FO,MDA Selected-FO,object,,
MDA-SelDi-CP,MDA_SELDI_CP,MDA Selected-CP,object,,
MDA-SelDi-FO,MDA_SELDI_FO,MDA Selected-FO,object,,
MetersSel-CP,METERSSEL_CP,Meters Select-CP,object,,
MetersSel-FO,METERSSEL_FO,Meters Select-FO,object,,
MinAirspdFlpRet,MINAIRSPDFLPRET,Min Airspd For Flaps Retc,numeric,,
Minimums,MINIMUMS,Minimums,object,,
MinOperatSpd_,MINOPERATSPD_,Min Operating Speed,numeric,,
MinOperSpdFC,MINOPERSPDFC,FC Min Operat Spd,numeric,,
MinSpeed,MINSPEED,Min Speed,object,,
Minutes-BCD,MINUTES_BCD,Minutes-BCD,object,,
MLS-AntCmd-L,MLS_ANTCMD_L,MLS Direct Ant Sel,object,,
MLS-AntCmd-R,MLS_ANTCMD_R,MLS Direct Ant Sel,object,,
MLS-AntSrc-L,MLS_ANTSRC_L,MLS AntennaSourc-L,object,,
MLS-AntSrc-R,MLS_ANTSRC_R,MLS AntennaSourc-R,object,,
MLS-Mode-L,MLS_MODE_L,MLS Mode-L,object,,
MLS-Mode-R,MLS_MODE_R,MLS Mode-R,object,,
Month,MONTH,Month-BCD,object,,
MotrPwrAsm-1,MOTRPWRASM_1,MotorPwr App Asm-1,object,,
MotrPwrAsm-2,MOTRPWRASM_2,MotorPwr App Asm-2,object,,
N1,N1,N1,object,,
N1-BugDrvE-1,N1_BUGDRVE_1,N1 Bug Drive Eng-1,numeric,,
N1-BugDrvE-2,N1_BUGDRVE_2,N1 Bug Drive Eng-2,numeric,,
N1-CmdInd-1,N1_CMDIND_1,N1 Cmd Indicated-1,numeric,,
N1-CmdInd-2,N1_CMDIND_2,N1 Cmd Indicated-2,numeric,,
N1-LimtMd,N1_LIMTMD,N1 Limit Mode FCC,object,,
N1-LimtMdCmd,N1_LIMTMDCMD,N1 Limit Mode Cmd,object,,
N1-PBLite,N1_PBLITE,N1 PB Lite,object,,
N1RedlnExc-1,N1REDLNEXC_1,N1 Redline Exc-1,object,,
N1RedlnExc-2,N1REDLNEXC_2,N1 Redline Exc-2,object,,
N1RedlnExc-L,N1REDLNEXC_L,N1 Redline Exc-L,object,,
N1RedlnExc-R,N1REDLNEXC_R,N1 Redline Exc-R,object,,
N1-RefSet-1,N1_REFSET_1,N1 Reference Set-1,numeric,,
N1-RefSet-2,N1_REFSET_2,N1 Reference Set-2,numeric,,
N1-SelInd-1,N1_SELIND_1,N1 Selct Indicat-1,numeric,,
N1-SelInd-2,N1_SELIND_2,N1 Selct Indicat-2,numeric,,
N1-SelSelect,N1_SELSELECT,N1 Set Select,object,,
N1-Tach-L,N1_TACH_L,Eng N1 Tachometr-L,numeric,,
N1-Tach-R,N1_TACH_R,Eng N1 Tachometr-R,numeric,,
N1-Target-1,N1_TARGET_1,N1 Target-1,numeric,,
N1-Target-2,N1_TARGET_2,N1 Target-2,numeric,,
N1-Trim-1,N1_TRIM_1,N1 Trim-1,object,,
N1-Trim-2,N1_TRIM_2,N1 Trim-2,object,,
N2RedlnExc-1,N2REDLNEXC_1,N2 Redline Exc-1,object,,
N2RedlnExc-2,N2REDLNEXC_2,N2 Redline Exc-2,object,,
N2RedlnExc-L,N2REDLNEXC_L,N2 Redline Exc-L,object,,
N2RedlnExc-R,N2REDLNEXC_R,N2 Redline Exc-R,object,,
N2-SelAct-1,N2_SELACT_1,N2 Selctd Actual-1,numeric,,
N2-SelAct-2,N2_SELACT_2,N2 Selctd Actual-2,numeric,,
N2-Tach-L,N2_TACH_L,Eng N2 Tachometr-L,numeric,,
N2-Tach-R,N2_TACH_R,Eng N2 Tachometr-R,numeric,,
NavEngage-L,NAVENGAGE_L,Nav Engage-L,object,,
NavMode,NAVMODE,Nav Mode,object,,
NDB-Day,NDB_DAY,NDB Effectivty Day,object,,
NDB-Month,NDB_MONTH,NDB EffectivtyMnth,object,,
NDB-Year,NDB_YEAR,NDB EffectivtyYear,object,,
NoBaroData-1,NOBARODATA_1,No Baro Data-1,object,,
NoBaroData-2,NOBARODATA_2,No Baro Data-2,object,,
NoDataIR2ADR,NODATAIR2ADR,No IR to ADR Data,object,,
NoEngLightDect-1_,NOENGLIGHTDECT_1_,No Eng Lightoff Dect #1,object,,
NoEngLightDect-2_,NOENGLIGHTDECT_2_,No Eng Lightoff Dect #2,object,,
NoIR-Initial,NOIR_INITIAL,No IR Initializate,object,,
NoPitotD-ADM,NOPITOTD_ADM,No Pitot Data ADM,object,,
NoseGear-A/G,NOSEGEAR_A_G,Nose Gear Air/Grnd,object,,
NoStatcD-ADM,NOSTATCD_ADM,No Static Data ADM,object,,
ObstacleWarn,OBSTACLEWARN,Obstacle Warning,object,,
OilFiltByP-1,OILFILTBYP_1,Oil Filtr Bypass-1,object,,
OilFiltByP-2,OILFILTBYP_2,Oil Filtr Bypass-2,object,,
OilPrsAmbL-1,OILPRSAMBL_1,Oil Pres AmbLite-1,object,,
OilPrsAmbL-2,OILPRSAMBL_2,Oil Pres AmbLite-2,object,,
OilPrsRedL-L,OILPRSREDL_L,Oil Prs Redline-L,object,,
OilPrsRedL-R,OILPRSREDL_R,Oil Prs Redline-R,object,,
OilPrsRedR-1,OILPRSREDR_1,OilPrs RedlineRnge,object,,
OilPrsRedR-2,OILPRSREDR_2,OilPrs RedlineRnge,object,,
OilPrsSelc-1,OILPRSSELC_1,Selectd Oil Prs-1,numeric,,
OilPrsSelc-2,OILPRSSELC_2,Selectd Oil Prs-2,numeric,,
OilSysChipDetect-1_,OILSYSCHIPDETECT_1_,Oil Sys Chip Detect #1,object,,
OilSysChipDetect-2_,OILSYSCHIPDETECT_2_,Oil Sys Chip Detect #2,object,,
OilSysChipDetInst-1_,OILSYSCHIPDETINST_1_,Oil Sys Chip Detc Inst #1,object,,
OilSysChipDetInst-2_,OILSYSCHIPDETINST_2_,Oil Sys Chip Detc Inst #2,object,,
OilTempSel-1,OILTEMPSEL_1,Selectd Oil Temp-1,numeric,,
OilTempSel-2,OILTEMPSEL_2,Selectd Oil Temp-2,numeric,,
OilTmpAmbL-1,OILTMPAMBL_1,Oil Temp Amb Lite,object,,
OilTmpAmbL-2,OILTMPAMBL_2,Oil Temp Amb Lite,object,,
OilTmpAmbL-L,OILTMPAMBL_L,OilTemp AmbLimit-L,object,,
OilTmpAmbL-R,OILTMPAMBL_R,OilTemp AmbLimit-R,object,,
OilTmpRedE-1,OILTMPREDE_1,Oil Temp Redline-1,object,,
OilTmpRedE-2,OILTMPREDE_2,Oil Temp Redline-2,object,,
OilTmpRedL-L,OILTMPREDL_L,Oil Temp Redline-L,object,,
OilTmpRedL-R,OILTMPREDL_R,Oil Temp Redline-R,object,,
On-DC,ON_DC,On DC,object,,
OriginChar,ORIGINCHAR,Origin Characters,object,,
OutbdBrkTemp-L_,OUTBDBRKTEMP_L_,Lt Outboard Brake Temp,numeric,,
OutbdBrkTemp-R_,OUTBDBRKTEMP_R_,Rt Outboard Brake Temp,numeric,,
OverspdWarn,OVERSPDWARN,Overspeed Warning,object,,
P0-Selectd-1,P0_SELECTD_1,Selected P0-1,numeric,,
P0-Selectd-2,P0_SELECTD_2,Selected P0-2,numeric,,
PFD/ND-Ds-CP,PFD_ND_DS_CP,PFD/ND Display-CP,object,,
PFD/ND-Ds-FO,PFD_ND_DS_FO,PFD/ND Display-FO,object,,
PitchATT-Dis,PITCHATT_DIS,Pitch ATT Displ-CP,numeric,,
PitchTrimPos,PITCHTRIMPOS,Pitch Trim Pos,numeric,,V
PitotADMDatI,PITOTADMDATI,Pitot ADM Data,object,,
PitotHeat-L,PITOTHEAT_L,Pitot Heat-L,object,,
PlanMdSel-CP,PLANMDSEL_CP,Plan Mode Sel-CP,object,,
PlanMdSel-FO,PLANMDSEL_FO,Plan Mode Sel-FO,object,,
PMC-On-L,PMC_ON_L,PMC On-L,object,,
PMC-On-R,PMC_ON_R,PMC On-R,object,,
PosDatSel-CP,POSDATSEL_CP,Posit’nData Sel-CP,object,,
PosDatSel-FO,POSDATSEL_FO,Posit’nData Sel-FO,object,,
PresPosLat,PRESPOSLAT,Pres Pos Latitude,numeric,,
PresPosLong,PRESPOSLONG,Pres Pos Longitude,numeric,,
PreWindshear,PREWINDSHEAR,Pre Windshear,object,,
PrimHeat-AOA,PRIMHEAT_AOA,Primary Heat AOA,object,,
PS3-Select-1,PS3_SELECT_1,Selected PS3-1,numeric,,
PS3-Select-2,PS3_SELECT_2,Selected PS3-2,numeric,,
PT2-Select-1,PT2_SELECT_1,Selected PT2-1,numeric,,
PT2-Select-2,PT2_SELECT_2,Selected PT2-2,numeric,,
PTADIRU1InputInvalid-1_,PTADIRU1INPUTINVALID_1_,PT ADIRU1 Input Invalid 1,object,,
PTADIRU1InputInvalid-2_,PTADIRU1INPUTINVALID_2_,PT ADIRU1 Input Invalid 2,object,,
PTADIRU2InputInvalid-1_,PTADIRU2INPUTINVALID_1_,PT ADIRU2 Input Invalid 1,object,,
PTADIRU2InputInvalid-2_,PTADIRU2INPUTINVALID_2_,PT ADIRU2 Input Invalid 2,object,,
PT-TaxiInh-1,PT_TAXIINH_1,PT Taxi Inhibit-1,object,,
PT-TaxiInh-2,PT_TAXIINH_2,PT Taxi Inhibit-2,object,,
Pull-Up,PULL_UP,Pull Up,object,,
QuietClimbSys_,QUIETCLIMBSYS_,Quiet Climb System,object,,
RadioHt-DEU,RADIOHT_DEU,Radio Height-DEU,numeric,,
RadioHt-L,RADIOHT_L,Radio Ht LRRA-L,numeric,,
RadioHt-R,RADIOHT_R,Radio Ht LRRA-R,numeric,,
RA-Health,RA_HEALTH,RA Health,object,,
RangeSel-CP,RANGESEL_CP,Range Select-CP,numeric,,
RangeSel-FO,RANGESEL_FO,Range Select-FO,numeric,,
ReadyToLoad,READYTOLOAD,Ready To Load,object,,
ReducedDrate,REDUCEDDRATE,Reduced Derate,object,,
RefSpdSelect,REFSPDSELECT,Ref Speed Select,object,,
Retard,RETARD,Retard,object,,
RevAttitMd,REVATTITMD,Rev Attitude Mode,object,,
RevThrLmt-1,REVTHRLMT_1,RevThrLimit by T/R,object,,
RevThrLmt-2,REVTHRLMT_2,RevThrLimit by T/R,object,,
RI-Field,RI_FIELD,RI Field,object,,
RNP_,RNP_,Req'd Nav Perf-RNP,numeric,,
RollATT-Disp,ROLLATT_DISP,Roll ATT Displ-CP,numeric,,
RollBckOTmp1,ROLLBCKOTMP1,Rollback Overtemp,object,,
RollBckOTmp2,ROLLBCKOTMP2,Rollback Overtemp,object,,
RollWingDn-L,ROLLWINGDN_L,Roll Trim Wing Dwn,object,,
RollWingDn-R,ROLLWINGDN_R,Roll Trim Wing Dwn,object,,
RouteData-CP,ROUTEDATA_CP,Route Data Sel-CP,object,,
RouteData-FO,ROUTEDATA_FO,Route Data Sel-FO,object,,
RudderPos,RUDDERPOS,Rudder Position,numeric,,
RudPedalFrce,RUDPEDALFRCE,Rudder Pedal Force,numeric,,
RudPedalPos,RUDPEDALPOS,Rudder Pedal Position,numeric,,
RudPos-LVDT,RUDPOS_LVDT,Rud Pos LVDT,numeric,,
RudPrsLimit,RUDPRSLIMIT,Rudder Press Limit,object,,
RudServoCmd,RUDSERVOCMD,Rud Main/STBY PCU,numeric,,
RxLbl206Act,RXLBL206ACT,Rx Lbl 206 Activit,object,,
RxLbl206Pari,RXLBL206PARI,Rx Lbl 206 Parity,object,,
RxLbl206SSM,RXLBL206SSM,Rx Lbl 206 SSM Inv,object,,
