id_dfdr,id_dataframe,desc,d_type,flap_monitoring,stab_trim_problem
GndStaDat-FO,GNDSTADAT-FO,Gnd Sta DataSel-FO,,,
GNSS-Mode-L,GNSS-MODE-L,GNSS Mode-L,,,
GNSS-Mode-R,GNSS-MODE-R,GNSS Mode-R,,,
GNSS-OutputC,GNSS-OUTPUTC,GNSS OutputCorrect,,,
GP/IRU-Selct,GP/IRU-SELCT,GPIRU/IRU Select,,,
GP-Arm,GP-ARM,GP Arm,,,
GP-Engage,GP-ENGAGE,GP Engage,,,
GPS-Approach,GPS-APPROACH,GPS Approach,,,
GPWC-Alert,GPWC-ALERT,GPWC Alert,,,
GPWC-Failure,GPWC-FAILURE,GPWC Failure,,,
GPWC-INOP,GPWC-INOP,GPWC INOP,,,
GPWC-V1Ca-CP,GPWC-V1CA-CP,GPWC V1 Callout ,,,
GPWC-V1Ca-FO,GPWC-V1CA-FO,GPWC V1 Callout ,,,
GPWC-Warning,GPWC-WARNING,GPWC Warning,,,
GrndSpd-Disp,GRNDSPD-DISP,GrndSpd Display-CP,,,
GrndSpd-FMC,GRNDSPD-FMC,FMC GroundSpeed,,,
GrossWeight,GROSSWEIGHT,Gross Weight,,,
GuiCue/FltPD,GUICUE/FLTPD,GuidCue/FltPathDev,,,
GuidCuePos-X,GUIDCUEPOS-X,Guidance Cue Pos-X,,,
GuidCuePos-Y,GUIDCUEPOS-Y,Guidance Cue Pos-Y,,,
HardAltnMd-1,HARDALTNMD-1,Hard Altn Md Sel-1,,,
HardAltnMd-2,HARDALTNMD-2,Hard Altn Md Sel-2,,,
Hdg-Select,HDG-SELECT,Heading Select,,,
HdgSelPBLite,HDGSELPBLITE,Hdg Sel PB Lite,,,
HdgUpMap-CP,HDGUPMAP-CP,Hdg Up Map Frmt-CP,,,
HdgUpMap-FO,HDGUPMAP-FO,Hdg Up Map Frmt-FO,,,
Heading-Disp,HEADING-DISP,Heading Display-CP,,,
Heading-Sel,HEADING-SEL,Selected Heading,,,
HeadingSet,HEADINGSET,Set Heading,,,
HF-Keying-L,HF-KEYING-L,HF Keying-L,,,
HF-Keying-R,HF-KEYING-R,HF Keying-R,,,
HG-Select-CP,HG-SELECT-CP,HG Selected-CP,,,
HG-Select-FO,HG-SELECT-FO,HG Selected-FO,,,
HiSpdBuffet,HISPDBUFFET,Hi Spd Buffet Spd,,,
HotStrtDet-1,HOTSTRTDET-1,EngHotStartDtect-1,,,
HotStrtDet-2,HOTSTRTDET-2,EngHotStartDtect-2,,,
Hours-BCD,HOURS-BCD,Hours-BCD,,,
HPA-Sel-CP,HPA-SEL-CP,HPA Selected-CP,,,
HPA-Sel-FO,HPA-SEL-FO,HPA Selected-FO,,,
HUD-AIII-Cap,HUD-AIII-CAP,HUD AIII Capabilit,,,
HUD-AIII-Md,HUD-AIII-MD,HUD AIII Mode,,,
HUD-ApprWarn,HUD-APPRWARN,HUD Approach Warn,,,
HUD-HgsBitFa,HUD-HGSBITFA,HUD HGS Bit Fault,,,
HUD-InstMetC,HUD-INSTMETC,HUD Inst Meteoro,,,
HUD-InUseCom,HUD-INUSECOM,HUD In Use Combinr,,,
HUD-VisMetC,HUD-VISMETC,HUD Visual Meteoro,,,
HydLoPrs-A,HYDLOPRS-A,Hyd Low Press-A,,,
HydLoPrs-B,HYDLOPRS-B,Hyd Low Press-B,,,
HydOilPrs-A,HYDOILPRS-A,Hyd Oil Prs Sys-A,,,
HydOilPrs-B,HYDOILPRS-B,Hyd Oil Prs Sys-B,,,
HydOilQtyS-A,HYDOILQTYS-A,Hyd Oil Qty Sys-A,,,
HydOilQtyS-B,HYDOILQTYS-B,Hyd Oil Qty Sys-B,,,
HydSysElec-A,HYDSYSELEC-A,Hyd Sys Elec-A,,,
HydSysElec-B,HYDSYSELEC-B,Hyd Sys Elec-B,,,
HydSysEng1-A,HYDSYSENG1-A,Hyd Sys Eng 1-A,,,
HydSysEng2-B,HYDSYSENG2-B,Hyd Sys Eng 2-B,,,
HydSysSTBY,HYDSYSSTBY,Hyd Sys STBY,,,
IAS-Display,IAS-DISPLAY,IAS Display,,,
IgnCmdOn1-L,IGNCMDON1-L,IGN #2 Cmd On #1-L,,,
IgnCmdOn1-R,IGNCMDON1-R,IGN #2 Cmd On #1-R,,,
IgnCmdOn2-L,IGNCMDON2-L,IGN #2 Cmd On #2-L,,,
IgnCmdOn2-R,IGNCMDON2-R,IGN #2 Cmd On #2-R,,,
ILS/GLS-Chnl,ILS/GLS-CHNL,ILS Freq/GLS Chanl,,,
ILS-DevWarn,ILS-DEVWARN,ILS Dev Warning,,,
ILS-Fail-L,ILS-FAIL-L,ILS Failure-L,,,
ILS-Fail-R,ILS-FAIL-R,ILS Failure-R,,,
IlsMlsGls-L,ILSMLSGLS-L,ILS/MLS/GLS Mode-L,,,
IlsMlsGls-R,ILSMLSGLS-R,ILS/MLS/GLS Mode-R,,,
ILS-ModeDisc,ILS-MODEDISC,ILS Mode Discrete,,,
ILS-Mode-L,ILS-MODE-L,ILS Mode-L,,,
ILS-Mode-R,ILS-MODE-R,ILS Mode-R,,,
InputData-L,INPUTDATA-L,Input Data-L,,,
InputData-R,INPUTDATA-R,Input Data-R,,,
InterfcFlt-L,INTERFCFLT-L,Engage Interface,,,
InterfcFlt-R,INTERFCFLT-R,Engage Interface,,,
IR2AdrDataIn,IR2ADRDATAIN,IR to ADR Data,,,
IR-Fault,IR-FAULT,IR Fault,,,
IRNAV-Capabl,IRNAV-CAPABL,IRNAV Capable,,,
IRS-Selct-CP,IRS-SELCT-CP,IRS Select Swch-CP,,,
Land2(PFD),LAND2(PFD),Land 2 (PFD),,,
Land3(PFD),LAND3(PFD),Land 2 (PFD),,,
LateralAccel,LATERALACCEL,Lateral Accelerate,,,
LatPos<35ft,LATPOS<35FT,Lat Pos < 35ft,,,
LatPos<45/40,LATPOS<45/40,Lat Pos < 45/40 ft,,,
LatPos>35ft,LATPOS>35FT,Lat Pos > 35ft,,,
LavatrySmoke,LAVATRYSMOKE,Lavatory Smoke,,,
LE-CruiseDep,LE-CRUISEDEP,LE Cruise Dep,,,
LE-Master,LE-MASTER,LE Master,,,
LE-Slat-1,LE-SLAT-1,LE Slat-1,,,
LE-Slat-2,LE-SLAT-2,LE Slat-2,,,
LE-Slat-3,LE-SLAT-3,LE Slat-3,,,
LE-Slat-4,LE-SLAT-4,LE Slat-4,,,
LE-Slat-5,LE-SLAT-5,LE Slat-5,,,
LE-Slat-6,LE-SLAT-6,LE Slat-6,,,
LE-Slat-7,LE-SLAT-7,LE Slat-7,,,
LE-Slat-8,LE-SLAT-8,LE Slat-8,,,
LE-UCM-ShtOf,LE-UCM-SHTOF,LE UCM Shutoff,,,
LE-UncomMot,LE-UNCOMMOT,LE UnCommon Motion,,,
LiteOffRef-1,LITEOFFREF-1,LiteOff Ref/Stat-1,,,
LiteOffRef-2,LITEOFFREF-2,LiteOff Ref/Stat-2,,,
LNavPBLite,LNAVPBLITE,LNAV PB Lite,,,
LndMdStatS-L,LNDMDSTATS-L,Selctd Landing Md,,,
LndMdStatS-R,LNDMDSTATS-R,Selctd Landing Md,,,
LocAntFail-L,LOCANTFAIL-L,Loc Antenna Fail-L,,,
LocAntFail-R,LOCANTFAIL-R,Loc Antenna Fail-R,,,
LocBeamAnom,LOCBEAMANOM,Loc Beam Anom,,,
LocDevAzim-L,LOCDEVAZIM-L,Loc Dev/Azimuth-L,,,
LocDevAzim-R,LOCDEVAZIM-R,Loc Dev/Azimuth-R,,,
LocDevDisc,LOCDEVDISC,Loc Dev Discrete,,,
LocDev-Disp,LOCDEV-DISP,Loc Dev Display-CP,,,
LocDevWarn,LOCDEVWARN,Loc Dev Warn,,,
LocEngaged,LOCENGAGED,Loc Engaged,,,
LocLimMstr-L,LOCLIMMSTR-L,Local LimitMastr-L,,,
LocLimMstr-R,LOCLIMMSTR-R,Local LimitMastr-R,,,
LocRecFail-L,LOCRECFAIL-L,Localizr Receiver,,,
LocRecFail-R,LOCRECFAIL-R,Localizr Receiver,,,
LocRudEnga-L,LOCRUDENGA-L,Local Rud Engage-L,,,
LocRudEnga-R,LOCRUDENGA-R,Local Rud Engage-R,,,
LOC-TestTune,LOC-TESTTUNE,TestTuneInhibt-LOC,,,
LoFuelQty-1,LOFUELQTY-1,Low Fuel Qty Tnk-1,,,
LoFuelQty-2,LOFUELQTY-2,Low Fuel Qty Tnk-2,,,
LongAccel,LONGACCEL,Long Accelerate,,,
LongPos<2250,LONGPOS<2250,Long Pos<2250 ft,,,
LoOilPrsAm-L,LOOILPRSAM-L,Lo Oil Prs Amb-L,,,
LoOilPrsAm-R,LOOILPRSAM-R,Lo Oil Prs Amb-R,,,
LoOilPrsCa-1,LOOILPRSCA-1,Lo Oil Prs Caut-1,,,
LoOilPrsCa-2,LOOILPRSCA-2,Lo Oil Prs Caut-2,,,
LoOilPrsCa-L,LOOILPRSCA-L,Lo Oil Prs Cautn-L,,,
LoOilPrsCa-R,LOOILPRSCA-R,Lo Oil Prs Cautn-R,,,
LoOilPrsRe-L,LOOILPRSRE-L,Lo Oil Prs Red-L,,,
LoOilPrsRe-R,LOOILPRSRE-R,Lo Oil Prs Red-R,,,
LoVisTakeOff,LOVISTAKEOFF,Lo Visability T/O,,,
LptAccelSrce,LPTACCELSRCE,PLT IMB AccelSourc,,,
LptImbAng-L,LPTIMBANG-L,LPT Imbalanc Ang-L,,,
LptImbAng-R,LPTIMBANG-R,LPT Imbalanc Ang-R,,,
LRRA-Fail-L,LRRA-FAIL-L,LRRA Fail-L,,,
LRRA-Fail-R,LRRA-FAIL-R,LRRA Fail-R,,,
LRRA-RecAn-L,LRRA-RECAN-L,LRRA Receive Ant-L,,,
LRRA-RecAn-R,LRRA-RECAN-R,LRRA Receive Ant-R,,,
LRRA-TraAn-L,LRRA-TRAAN-L,LRRA Trnsmit Ant-L,,,
LRRA-TraAn-R,LRRA-TRAAN-R,LRRA Trnsmit Ant-R,,,
LvlChangePB,LVLCHANGEPB,Lvl Change PB Lite,,,
Mach,MACH,Mach,,,
Mach-FMC,MACH-FMC,FMC Mach Selected,,,
Mach-Select,MACH-SELECT,Selected Mach,,,
MachTrimCmd,MACHTRIMCMD,Mach Trim Command,,,
MachTrimFdBc,MACHTRIMFDBC,Mach Trim Feedback,,,
MachTrmSrv-L,MACHTRMSRV-L,MachTrim Servo Brk,,,
MachTrmSrv-R,MACHTRMSRV-R,MachTrim Servo Brk,,,
Mag/Tru-Disp,MAG/TRU-DISP,Mag/True Disply-CP,,,
Main/AltBrkS,MAIN/ALTBRKS,Main/Alt Brake Sel,,,
MainCargoSmk,MAINCARGOSMK,Main Cargo Smoke,,,
MainFuelQt-C,MAINFUELQT-C,MainFuel Qty-Centr,,,
MainFuelQt-L,MAINFUELQT-L,Main Fuel Qty-L,,,
MainFuelQt-R,MAINFUELQT-R,Main Fuel Qty-R,,,
MainGear-L,MAINGEAR-L,Main Gear-L,,,
MainGear-R,MAINGEAR-R,Main Gear-R,,,
MandSW/PN-Cd,MANDSW/PN-CD,MandatryS/W P/N Cd,,,
ManufctrCode,MANUFCTRCODE,Manufacturer Code,,,
MapChar,MAPCHAR,FMC Map Char,,,
MapMdSel-CP,MAPMDSEL-CP,Map Mode Selctd-CP,,,
MapMdSel-FO,MAPMDSEL-FO,Map Mode Selctd-FO,,,
MasterCaut'n,MASTERCAUT'N,Master Caution,,,
MastrLight-A,MASTRLIGHT-A,A Master Light,,,
MastrLight-B,MASTRLIGHT-B,B Master Light,,,
MaxAllowASpd,MAXALLOWASPD,Max Allow Airspeed,,,
MaxClmbN1R-1,MAXCLMBN1R-1,EEC Max Climb N1-1,,,
MaxClmbN1R-2,MAXCLMBN1R-2,EEC Max Climb N1-2,,,
MaxT/ON1R-1,MAXT/ON1R-1,EEC Max T/O N1-1,,,
MaxT/ON1R-2,MAXT/ON1R-2,EEC Max T/O N1-2,,,
MB-Fail-L,MB-FAIL-L,MB Failure-L,,,
MB-Fail-R,MB-FAIL-R,MB Failure-R,,,
MCP-Spd-A/T,MCP-SPD-A/T,MCP Speed-A/T,,,
MCP-Spd-FCC,MCP-SPD-FCC,MCP Speed-FCC,,,
MDA-HiAlt-CP,MDA-HIALT-CP,MDA Hi Alt Option,,,
MDA-HiAlt-FO,MDA-HIALT-FO,MDA Hi Alt Option,,,
MDA-Selct-CP,MDA-SELCT-CP,MDA Selected-CP,,,
MDA-Selct-FO,MDA-SELCT-FO,MDA Selected-FO,,,
MDA-SelDi-CP,MDA-SELDI-CP,MDA Selected-CP,,,
MDA-SelDi-FO,MDA-SELDI-FO,MDA Selected-FO,,,
MetersSel-CP,METERSSEL-CP,Meters Select-CP,,,
MetersSel-FO,METERSSEL-FO,Meters Select-FO,,,
Minimums,MINIMUMS,Minimums,,,
MinOperSpdFC,MINOPERSPDFC,FC Min Operat Spd,,,
MinSpeed,MINSPEED,Min Speed,,,
Minutes-BCD,MINUTES-BCD,Minutes-BCD,,,
MLS-AntCmd-L,MLS-ANTCMD-L,MLS Direct Ant Sel,,,
MLS-AntCmd-R,MLS-ANTCMD-R,MLS Direct Ant Sel,,,
MLS-AntSrc-L,MLS-ANTSRC-L,MLS AntennaSourc-L,,,
MLS-AntSrc-R,MLS-ANTSRC-R,MLS AntennaSourc-R,,,
MLS-Mode-L,MLS-MODE-L,MLS Mode-L,,,
MLS-Mode-R,MLS-MODE-R,MLS Mode-R,,,
Month,MONTH,Month-BCD,,,
MotrPwrAsm-1,MOTRPWRASM-1,MotorPwr App Asm-1,,,
MotrPwrAsm-2,MOTRPWRASM-2,MotorPwr App Asm-2,,,
N1,N1,N1,,,
N1-BugDrvE-1,N1-BUGDRVE-1,N1 Bug Drive Eng-1,,,
N1-BugDrvE-2,N1-BUGDRVE-2,N1 Bug Drive Eng-2,,,
N1-CmdInd-1,N1-CMDIND-1,N1 Cmd Indicated-1,,,
N1-CmdInd-2,N1-CMDIND-2,N1 Cmd Indicated-2,,,
N1-LimtMd,N1-LIMTMD,N1 Limit Mode FCC,,,
N1-LimtMdCmd,N1-LIMTMDCMD,N1 Limit Mode Cmd,,,
N1-PBLite,N1-PBLITE,N1 PB Lite,,,
N1RedlnExc-1,N1REDLNEXC-1,N1 Redline Exc-1,,,
N1RedlnExc-2,N1REDLNEXC-2,N1 Redline Exc-2,,,
N1RedlnExc-L,N1REDLNEXC-L,N1 Redline Exc-L,,,
N1RedlnExc-R,N1REDLNEXC-R,N1 Redline Exc-R,,,
N1-RefSet-1,N1-REFSET-1,N1 Reference Set-1,,,
N1-RefSet-2,N1-REFSET-2,N1 Reference Set-2,,,
N1-SelInd-1,N1-SELIND-1,N1 Selct Indicat-1,,,
N1-SelInd-2,N1-SELIND-2,N1 Selct Indicat-2,,,
N1-SelSelect,N1-SELSELECT,N1 Set Select,,,
N1-Tach-L,N1-TACH-L,Eng N1 Tachometr-L,,,
N1-Tach-R,N1-TACH-R,Eng N1 Tachometr-R,,,
N1-Target-1,N1-TARGET-1,N1 Target-1,,,
N1-Target-2,N1-TARGET-2,N1 Target-2,,,
N1-Trim-1,N1-TRIM-1,N1 Trim-1,,,
N1-Trim-2,N1-TRIM-2,N1 Trim-2,,,
N2RedlnExc-1,N2REDLNEXC-1,N2 Redline Exc-1,,,
N2RedlnExc-2,N2REDLNEXC-2,N2 Redline Exc-2,,,
N2RedlnExc-L,N2REDLNEXC-L,N2 Redline Exc-L,,,
N2RedlnExc-R,N2REDLNEXC-R,N2 Redline Exc-R,,,
N2-SelAct-1,N2-SELACT-1,N2 Selctd Actual-1,,,
N2-SelAct-2,N2-SELACT-2,N2 Selctd Actual-2,,,
N2-Tach-L,N2-TACH-L,Eng N2 Tachometr-L,,,
N2-Tach-R,N2-TACH-R,Eng N2 Tachometr-R,,,
NavEngage-L,NAVENGAGE-L,Nav Engage-L,,,
NavMode,NAVMODE,Nav Mode,,,
NDB-Day,NDB-DAY,NDB Effectivty Day,,,
NDB-Month,NDB-MONTH,NDB EffectivtyMnth,,,
NDB-Year,NDB-YEAR,NDB EffectivtyYear,,,
NoAutoLndADV,NOAUTOLNDADV,No Autoland (ADV),,,
NoAutoLndGLS,NOAUTOLNDGLS,No GLS A/Lnd (ADV),,,
NoAutoLndILS,NOAUTOLNDILS,No ILS A/Lnd (ADV),,,
NoAutoLndPFD,NOAUTOLNDPFD,No Autoland (PFD),,,
NoBaroData-1,NOBARODATA-1,No Baro Data-1,,,
NoBaroData-2,NOBARODATA-2,No Baro Data-2,,,
NoDataIR2ADR,NODATAIR2ADR,No IR to ADR Data,,,
NoEngLtOff-1,NOENGLTOFF-1,No Eng Liteoff-1,,,
NoEngLtOff-2,NOENGLTOFF-2,No Eng Liteoff-2,,,
NoIR-Initial,NOIR-INITIAL,No IR Initializate,,,
NoiseAbateMd,NOISEABATEMD,Noise Abatement Md,,,
NoLand3(ADV),NOLAND3(ADV),No Land3 (ADV),,,
NoLand3GLS,NOLAND3GLS,No GLS Land3 (ADV),,,
NoLand3ILS,NOLAND3ILS,No ILS Land3 (ADV),,,
NoPitotD-ADM,NOPITOTD-ADM,No Pitot Data ADM,,,
NoseGear-A/G,NOSEGEAR-A/G,Nose Gear Air/Grnd,,,
NoStatcD-ADM,NOSTATCD-ADM,No Static Data ADM,,,
ObstacleWarn,OBSTACLEWARN,Obstacle Warning,,,
OilFiltByP-1,OILFILTBYP-1,Oil Filtr Bypass-1,,,
OilFiltByP-2,OILFILTBYP-2,Oil Filtr Bypass-2,,,
OilPrsAmbL-1,OILPRSAMBL-1,Oil Pres AmbLite-1,,,
OilPrsAmbL-2,OILPRSAMBL-2,Oil Pres AmbLite-2,,,
OilPrsRedL-L,OILPRSREDL-L,Oil Prs Redline-L,,,
OilPrsRedL-R,OILPRSREDL-R,Oil Prs Redline-R,,,
OilPrsRedR-1,OILPRSREDR-1,OilPrs RedlineRnge,,,
OilPrsRedR-2,OILPRSREDR-2,OilPrs RedlineRnge,,,
OilPrsSelc-1,OILPRSSELC-1,Selectd Oil Prs-1,,,
OilPrsSelc-2,OILPRSSELC-2,Selectd Oil Prs-2,,,
OilTempSel-1,OILTEMPSEL-1,Selectd Oil Temp-1,,,
OilTempSel-2,OILTEMPSEL-2,Selectd Oil Temp-2,,,
OilTmpAmbL-1,OILTMPAMBL-1,Oil Temp Amb Lite,,,
OilTmpAmbL-2,OILTMPAMBL-2,Oil Temp Amb Lite,,,
OilTmpAmbL-L,OILTMPAMBL-L,OilTemp AmbLimit-L,,,
OilTmpAmbL-R,OILTMPAMBL-R,OilTemp AmbLimit-R,,,
OilTmpRedE-1,OILTMPREDE-1,Oil Temp Redline-1,,,
OilTmpRedE-2,OILTMPREDE-2,Oil Temp Redline-2,,,
OilTmpRedL-L,OILTMPREDL-L,Oil Temp Redline-L,,,
OilTmpRedL-R,OILTMPREDL-R,Oil Temp Redline-R,,,
On-DC,ON-DC,On DC,,,
OriginChar,ORIGINCHAR,Origin Characters,,,
OverspdWarn,OVERSPDWARN,Overspeed Warning,,,
P0-Selectd-1,P0-SELECTD-1,Selected P0-1,,,
P0-Selectd-2,P0-SELECTD-2,Selected P0-2,,,
PFD/ND-Ds-CP,PFD/ND-DS-CP,PFD/ND Display-CP,,,
PFD/ND-Ds-FO,PFD/ND-DS-FO,PFD/ND Display-FO,,,
PitchATT-Dis,PITCHATT-DIS,Pitch ATT Displ-CP,,,
PitchMdFail,PITCHMDFAIL,Pitch Mode Fail,,,
PitchTrimPos,PITCHTRIMPOS,Pitch Trim Pos,numeric,,V
PitotADMDatI,PITOTADMDATI,Pitot ADM Data,object,,
PitotHeat-L,PITOTHEAT-L,Pitot Heat-L,object,,
PlanMdSel-CP,PLANMDSEL-CP,Plan Mode Sel-CP,object,,
PlanMdSel-FO,PLANMDSEL-FO,Plan Mode Sel-FO,object,,
PMC-On-L,PMC-ON-L,PMC On-L,,,
PMC-On-R,PMC-ON-R,PMC On-R,,,
PosDatSel-CP,POSDATSEL-CP,Posit'nData Sel-CP,,,
PosDatSel-FO,POSDATSEL-FO,Posit'nData Sel-FO,,,
PresPosLat,PRESPOSLAT,Pres Pos Latitude,,,
PresPosLong,PRESPOSLONG,Pres Pos Longitude,,,
PreWindshear,PREWINDSHEAR,Pre Windshear,,,
PrimHeat-AOA,PRIMHEAT-AOA,Primary Heat AOA,,,
PrimNavS-DME,PRIMNAVS-DME,FMC Prim Nav Sourc,,,
PrimNavS-GPS,PRIMNAVS-GPS,FMC Prim Nav Sourc,,,
PrimNavS-IRS,PRIMNAVS-IRS,FMC Prim Nav Sourc,,,
PrimNavS-LOC,PRIMNAVS-LOC,FMC Prim Nav Sourc,,,
PrimNavS-MLS,PRIMNAVS-MLS,FMC Prim Nav Sourc,,,
PrimNavS-VOR,PRIMNAVS-VOR,FMC Prim Nav Sourc,,,
PS3-Select-1,PS3-SELECT-1,Selected PS3-1,,,
PS3-Select-2,PS3-SELECT-2,Selected PS3-2,,,
PT2-Select-1,PT2-SELECT-1,Selected PT2-1,,,
PT2-Select-2,PT2-SELECT-2,Selected PT2-2,,,
PT-TaxiInh-1,PT-TAXIINH-1,PT Taxi Inhibit-1,,,
PT-TaxiInh-2,PT-TAXIINH-2,PT Taxi Inhibit-2,,,
Pull-Up,PULL-UP,Pull Up,,,
RadioHt-DEU,RADIOHT-DEU,Radio Height-DEU,,,
RadioHt-L,RADIOHT-L,Radio Ht LRRA-L,,,
RadioHt-R,RADIOHT-R,Radio Ht LRRA-R,,,
RA-Health,RA-HEALTH,RA Health,,,
RangeSel-CP,RANGESEL-CP,Range Select-CP,,,
RangeSel-FO,RANGESEL-FO,Range Select-FO,,,
ReadyToLoad,READYTOLOAD,Ready To Load,,,
ReducedDrate,REDUCEDDRATE,Reduced Derate,,,
RefSpdSelect,REFSPDSELECT,Ref Speed Select,,,
Retard,RETARD,Retard,,,
RevAttitMd,REVATTITMD,Rev Attitude Mode,,,
RevThrLmt-1,REVTHRLMT-1,RevThrLimit by T/R,,,
RevThrLmt-2,REVTHRLMT-2,RevThrLimit by T/R,,,
RI-Field,RI-FIELD,RI Field,,,
RNP-Lateral,RNP-LATERAL,RNP Lateral,,,
RNP-Vertical,RNP-VERTICAL,RNP Vertical,,,
RollATT-Disp,ROLLATT-DISP,Roll ATT Displ-CP,,,
RollBckOTmp1,ROLLBCKOTMP1,Rollback Overtemp,,,
RollBckOTmp2,ROLLBCKOTMP2,Rollback Overtemp,,,
RollMdFail,ROLLMDFAIL,Roll Mode Fail,,,
RolloutArmed,ROLLOUTARMED,Rollout Armed,,,
RolloutEngag,ROLLOUTENGAG,Rollout Engaged,,,
RollWingDn-L,ROLLWINGDN-L,Roll Trim Wing Dwn,,,
RollWingDn-R,ROLLWINGDN-R,Roll Trim Wing Dwn,,,
RouteData-CP,ROUTEDATA-CP,Route Data Sel-CP,,,
RouteData-FO,ROUTEDATA-FO,Route Data Sel-FO,,,
RudAmpMntr-L,RUDAMPMNTR-L,RUD AMP Monitor-L,,,
RudAmpMntr-R,RUDAMPMNTR-R,RUD AMP Monitor-R,,,
RudCmd-L,RUDCMD-L,Rud Cmd-L,,,
RudCmd-R,RUDCMD-R,Rud Cmd-R,,,
RudderPos,RUDDERPOS,Rudder Position,,,
RudLnCmdMi-L,RUDLNCMDMI-L,RUD LaneCmd Mistrk,,,
RudLnCmdMi-R,RUDLNCMDMI-R,RUD LaneCmd Mistrk,,,
RudMotrCur-L,RUDMOTRCUR-L,RUD MotorCurrent-L,,,
RudMotrCur-R,RUDMOTRCUR-R,RUD MotorCurrent-R,,,
RudPedalFrce,RUDPEDALFRCE,Rudder Pedal Force,,,
RudPedalPos,RUDPEDALPOS,Rudder Pedal Posit,,,
RudPosFault,RUDPOSFAULT,Rudder Pos Fault,,,
RudPos-LVDT,RUDPOS-LVDT,Rud Pos LVDT,,,
RudPosSynchr,RUDPOSSYNCHR,Rud Pos Syn T-Tube,,,
RudPrsLimit,RUDPRSLIMIT,Rudder Press Limit,,,
RudServoCmd,RUDSERVOCMD,Rud Main/STBY PCU,,,
RxLbl206Act,RXLBL206ACT,Rx Lbl 206 Activit,,,
RxLbl206Pari,RXLBL206PARI,Rx Lbl 206 Parity,,,
RxLbl206SSM,RXLBL206SSM,Rx Lbl 206 SSM Inv,,,
Sac/DacEng-1,SAC/DACENG-1,SAC/DAC Eng Cnfg-1,,,
Sac/DacEng-2,SAC/DACENG-2,SAC/DAC Eng Cnfg-2,,,
SatCommKey-1,SATCOMMKEY-1,SAT Comm Keying-1,,,
SatCommKey-2,SATCOMMKEY-2,SAT Comm Keying-2,,,
SAT-FMC,SAT-FMC,FMC Static Air Tmp,,,
SecondaryEng,SECONDARYENG,Secondary Engine,,,
SingleChanel,SINGLECHANEL,Single Channel,,,
SinkRate,SINKRATE,Sink Rate,,,
SL-Control,SL-CONTROL,Sensitivity Level,,,
SmokeAftCarg,SMOKEAFTCARG,Smoke Aft Cargo,,,
SmokeFwdCarg,SMOKEFWDCARG,Smoke Fwd Cargo,,,
SoftAltnMd-1,SOFTALTNMD-1,Soft Altn Md Sel-1,,,
SoftAltnMd-2,SOFTALTNMD-2,Soft Altn Md Sel-2,,,
SolenoidEn-1,SOLENOIDEN-1,Solenoid Engage-1,,,
SolenoidEn-2,SOLENOIDEN-2,Solenoid Engage-2,,,
SpdBrkArmLit,SPDBRKARMLIT,Spd Brk Armed Lite,,,
SpdBrkHandle,SPDBRKHANDLE,Spd BrakeHandlePos,,,
SpdBrkNotArm,SPDBRKNOTARM,SpdBrk Not ArmLite,,,
Spd-FMC,SPD-FMC,FMC Spd,,,
SpdPBLite,SPDPBLITE,Spd PB Lite,,,
SpeedReg-1,SPEEDREG-1,Speed Reg-1,,,
SpeedReg-2,SPEEDREG-2,Speed Reg-2,,,
SPI,SPI,SPI,,,
SplitNeedl-C,SPLITNEEDL-C,Split Needle-CW,,,
SplitNeedl-L,SPLITNEEDL-L,Split Needle-L,,,
SplitNeedl-R,SPLITNEEDL-R,Split Needle-R,,,
SpoilrPos-03,SPOILRPOS-03,Spoiiler Pos-03,,,
SpoilrPos-04,SPOILRPOS-04,Spoiiler Pos-04,,,
SpoilrPos-09,SPOILRPOS-09,Spoiiler Pos-09,,,
SpoilrPos-10,SPOILRPOS-10,Spoiiler Pos-10,,,
StallMdSta-1,STALLMDSTA-1,Stall Md Status-1,,,
StallMdSta-2,STALLMDSTA-2,Stall Md Status-2,,,
StartVlvOp-L,STARTVLVOP-L,Starter Vlv Open-L,,,
StartVlvOp-R,STARTVLVOP-R,Starter Vlv Open-R,,,
StatAdmDataI,STATADMDATAI,Status ADM Data,,,
StaticHeat-R,STATICHEAT-R,Static Heat-R,,,
StByHydOilPr,STBYHYDOILPR,STBY Hyd Oil Press,,,
StByMode-L,STBYMODE-L,Standby Mode-L,,,
StByMode-R,STBYMODE-R,Standby Mode-R,,,
StByRudVlvP,STBYRUDVLVP,STBY Rud Valve Pos,,,
StickShake-L,STICKSHAKE-L,Stick Shaker-L,,,
StickShake-R,STICKSHAKE-R,Stick Shaker-R,,,
StickShakSpd,STICKSHAKSPD,Stick Shaker Speed,,,
Subframe,SUBFRAME,Subframe Counter,,,
SuperFrame,SUPERFRAME,Super Frame Countr,,,
SysPushButtn,SYSPUSHBUTTN,Sys Pushbutton,,,
T/O-Bump,T/O-BUMP,Take Off Bump,,,
T/O-Warning,T/O-WARNING,T/O Warning,,,
T/R-1,T/R-1,T/R Full Deployed/,,,
T/R-2,T/R-2,T/R Full Deployed/,,,
T/R-L,T/R-L,T/R Deplyd/Trans-L,,,
T/R-R,T/R-R,T/R Deplyd/Trans-R,,,
T/R-Sleev-L1,T/R-SLEEV-L1,T/R Pos Sleeve-L1,,,
T/R-Sleev-L2,T/R-SLEEV-L2,T/R Pos Sleeve-L2,,,
